190329	220282
263198	263142
28932	115415
61640	203727
178595	22259
548	170906
29236	30161
204188	23568
100550	139357
231589	108647
80947	78096
247588	59390
16424	88323
104813	149963
66672	107678
22230	169250
187525	198486
94549	181794
273033	61464
28947	11149
160712	92096
230855	118805
333	196253
228153	19163
156917	85835
46916	169089
229870	74710
100057	230283
54836	533
209996	29480
252923	190192
31018	139143
272455	139476
38408	146750
76371	21763
222013	129704
255000	77670
265594	238751
176078	72707
148026	799
192148	32842
46463	63860
80606	115435
29099	214867
57779	9335
233318	231348
14139	265468
212598	249158
138556	143332
65048	70479
21019	262627
228207	88210
231610	229841
214633	38060
62503	156864
275064	108278
53521	183441
191552	114135
4526	31812
172111	96860
119615	178903
38937	125206
144167	135936
82928	68666
15677	192193
239665	185353
192217	238874
128334	148522
31705	214072
139432	104279
35735	223894
255689	41951
61069	247142
96291	109190
169573	124868
178839	143653
14479	114991
33561	243325
227803	54150
171952	254606
273986	69461
273019	43246
115354	165340
154650	261631
262612	210324
121007	107259
103731	182762
165473	216324
154857	223247
76409	174319
102240	166401
131085	218540
262905	113015
17035	46785
162260	27494
211472	148501
183458	31353
209411	257850
36929	191828
200501	268237
54872	149598
39728	59803
67830	40805
40393	118864
274586	60244
155296	271717
143264	234295
93115	222827
259290	259756
84904	178354
145862	12346
152341	52074
95456	180928
151587	221321
33623	214004
225057	87396
123232	9780
113785	102896
80284	80282
238611	226211
223415	151193
75914	21630
110264	117086
185419	47793
97534	81416
69894	85593
93091	208826
129704	40707
46215	182015
1603	199746
135345	141257
60553	278195
98859	106555
257070	10070
194842	107605
64714	238523
83006	110735
172102	240439
21167	65774
72562	67378
7240	263747
154135	103421
40756	202280
44463	238470
95964	151408
8002	277146
5633	139272
273114	29471
17494	50638
4913	123200
192078	191464
17716	124719
121550	226499
111060	50082
110640	146047
278849	215073
182797	220706
197481	211916
231723	8530
270716	74467
156207	266545
84566	63381
116345	184932
68501	75112
38248	185752
159403	243721
275800	205638
249566	182239
31923	132059
207846	120871
225065	56199
212868	201789
104510	36230
222651	165756
169995	204004
263385	81503
8041	136423
95450	165110
112872	197033
199847	122976
79386	127161
4589	119150
54198	223660
6835	225432
34584	113523
27205	156028
42667	225093
263768	38640
164324	212536
135915	191503
68521	50009
57327	54599
27041	108797
94010	115633
44831	211241
260680	238447
55248	281114
268144	42098
143365	206422
215620	60433
189971	189979
70604	247306
70386	53467
11925	147478
19040	192309
139678	232110
134441	5454
133417	52718
171033	196084
200305	129800
139176	98892
128057	169496
232561	19002
163959	30928
51133	110992
149549	250671
204508	164232
258678	15745
195090	247802
276900	227227
198264	145523
88727	273581
226496	224238
135829	167317
253663	279475
61023	147120
39469	69725
145418	107523
243061	20709
34004	15705
236651	274994
35407	81817
3658	87434
272816	2383
131142	256046
39437	96190
259426	196683
79840	60197
258926	82378
183031	116382
113482	71130
189457	167561
257109	171219
46216	223156
63664	72394
78683	172855
19942	150378
30927	9338
210458	47384
128795	9535
123861	184042
112017	91595
22134	66801
240566	174041
240500	237705
214577	95508
63964	176474
49011	268425
155279	196980
62021	43871
146170	228756
19545	119893
60481	142027
51757	161713
266188	120310
111254	114007
68152	238996
15571	67127
254233	222406
258375	63547
112196	209718
89036	8383
218495	68865
132851	181646
221248	226954
105590	56305
85440	185481
241764	201052
163730	173381
61796	210876
3733	102193
235450	191229
244132	127820
234986	260671
105649	261039
96622	84725
41746	231189
225867	252073
134186	133900
105056	256720
200497	260454
223752	214000
34510	237253
196038	190335
36427	75104
164795	171726
67564	274496
216838	218459
64381	131766
85305	236822
96225	216439
209339	158287
10897	192797
1300	167955
252373	265407
261702	148298
73851	276887
178214	211821
252746	276202
179274	140627
141642	15973
82561	4432
16600	15329
187892	16629
107759	48123
41706	27921
208403	162796
85788	59106
242657	29948
188364	270246
211037	129985
107221	273570
1836	69290
89249	36302
123737	144061
141728	185767
26113	173290
187386	38198
118720	280856
44352	248340
110612	177474
253869	63815
119654	65652
769	154901
20561	57758
88476	199486
184312	225599
161040	192105
257899	28921
102803	73274
278977	244910
21328	277900
98273	115650
244508	177443
145141	198004
189835	65600
199416	249912
161407	190073
161596	166068
221762	268871
248364	265944
231560	66392
278571	164665
109331	127269
217039	272410
39578	180341
122626	158877
210394	99404
147340	261001
235255	261883
114540	228343
238735	239023
138047	235690
214033	124141
185558	59277
73184	159879
87435	61625
130718	272020
82170	198480
138666	151831
22274	266371
171827	2322
105868	201393
204574	133522
209670	37177
205273	171385
221361	37940
53398	168658
106888	250828
78451	168615
152041	251913
111046	141836
88194	26824
80153	10519
196253	281213
89726	204582
265126	144039
220247	258462
226509	144470
149346	2042
64159	154083
184318	44250
146944	132444
29060	273621
44698	187970
97513	56816
100833	40038
142094	39406
131134	45035
150122	255405
116845	37660
53577	1099
132146	148043
77684	177103
254620	221801
209986	98434
88031	260292
171139	120482
70949	251616
54205	180858
39504	15799
239910	69377
141638	262547
15954	58327
102868	31044
156873	20150
46814	108181
258697	58440
7203	129389
82647	244619
131593	63243
279224	21249
85025	223911
99894	239865
70987	121854
43001	57847
174473	104661
223310	142478
171749	149681
150924	232329
29054	143042
204888	140362
168194	4508
173168	165426
236470	236413
48911	58534
224431	233008
226229	174414
65587	125283
34334	276207
247701	84382
21526	7366
98505	236584
117490	127849
216485	82415
94406	192350
152222	134878
32795	140227
55847	205814
7700	240148
252906	266969
77346	6592
103173	166121
194532	1707
108390	279217
37781	91719
86730	23062
86784	116881
261251	172728
119242	241452
253440	273478
251140	129945
256206	233118
276976	206771
204716	33257
275894	71038
36639	218792
214166	23672
29136	64044
110944	183286
150997	215846
237139	185082
108993	220408
146968	276504
247674	199316
2766	254331
253529	9066
24570	223233
133372	31489
255047	142434
54367	11527
127165	248666
109028	75755
103129	1843
242978	249517
195203	31403
279491	3028
18763	88622
63611	1115
233528	256162
243802	28625
249043	216814
157461	43938
65408	147068
249859	169166
130842	143489
266157	202100
128634	281887
54488	124619
232711	76243
50585	38141
161889	66304
19076	2886
74065	129318
69874	158297
33296	7235
89145	52512
148023	242170
74644	14754
223259	247466
125253	77171
116897	239060
43451	37256
74967	111322
253552	242220
159542	275516
147998	143781
117675	9901
148359	84545
242638	86924
131256	212178
180063	108195
13271	151646
131269	226613
96681	259285
220390	136924
130455	64042
154056	242741
137923	109196
197569	130954
222777	41330
104276	221394
224836	234665
161772	84031
271054	241736
58748	241247
182982	89798
108069	22974
165106	221921
245663	137587
192265	139484
130165	243761
176260	247717
153121	188609
74692	177759
255548	15627
70544	198609
10606	85798
132386	250904
203507	275688
62654	186049
24155	95335
207051	50715
121828	203837
181660	278529
140300	31293
119308	162861
249137	173467
120037	23950
212858	6577
222386	130255
89494	154410
261388	140581
117190	41529
161602	223189
162892	142610
240834	41038
174456	8271
193877	189332
243323	181310
225528	182816
233927	272311
55757	30915
271231	148105
126733	88827
39885	30840
266233	271674
91635	164226
151528	137224
235371	98643
43887	103291
43682	116339
258911	172096
50914	222447
227375	128301
63217	168186
163717	213539
23351	84294
234184	235822
70542	250313
88211	73320
67816	117002
37828	94010
99779	144924
27931	151419
105935	214636
275803	157473
153537	180824
256522	133105
214826	203647
50894	70978
272157	138794
106975	176622
113889	55521
122371	144477
259154	29532
61339	23432
16040	237993
116059	212611
169996	206558
253367	36572
67131	26825
58921	194824
205745	87833
215589	210205
94949	248479
29090	27915
59680	104979
50214	158
173854	231178
219237	202642
53694	48893
87970	168838
16965	92679
62505	26364
252522	182338
190167	272452
212269	50228
190460	100442
160382	274296
54959	272653
268011	105468
66129	193438
279950	271427
78821	113052
148921	83670
185597	52958
90331	265227
100045	173783
170940	113285
252134	168244
254066	215376
84011	281505
82794	279551
235280	137493
193251	4510
51655	190107
243536	280439
203740	159604
43507	48640
218595	18871
102528	52057
91929	197093
53888	279887
5371	12384
69907	205635
279137	36410
259421	279946
2148	201783
200562	24410
9477	243005
268541	124653
179173	216582
89406	49591
58311	54962
164708	185893
275616	183126
134872	221667
274566	223815
71081	203497
198140	212975
184214	199612
222345	96882
175666	247312
126970	23719
212706	249452
222173	22284
268050	157156
91090	210843
176937	20
5291	259184
137674	161494
112806	162959
22617	56721
104067	183691
179456	175517
280882	115786
1626	101933
225942	254047
171290	149081
99255	154372
240195	10142
16939	122948
12614	206590
255601	28753
240403	269233
253778	268211
228413	48958
200348	274900
40199	225310
222997	42661
101172	61976
140840	78916
122588	152554
161058	126251
162339	84750
57233	56624
67914	64157
241552	264506
105430	83825
179412	24918
125863	126090
143479	46051
63164	229663
250463	169841
184612	50276
228138	168534
257971	15568
54859	36241
248695	202695
104033	100203
2033	5186
23034	209690
183974	272854
215565	20534
91502	205146
52190	212404
191551	188471
174189	22450
139429	271145
249518	93275
102621	156332
142839	240390
229108	142461
263137	76122
246127	167624
279393	280839
260314	251510
256803	143795
7629	62344
22174	29958
136922	193603
35977	115563
144722	62767
244418	105024
143767	69247
248263	127761
62378	106171
64965	81070
151027	149723
5450	171897
235052	87939
118202	123917
20863	268639
4961	10273
126205	154041
194194	181424
40237	243802
76767	87888
36211	18035
58000	84509
170770	98681
256264	277907
114393	16867
157338	21828
23403	209058
80763	182372
204861	222609
214249	78496
22804	175732
262985	12852
172280	183622
108490	157983
8761	51496
177671	269858
74951	72381
187296	153145
199161	137126
13069	69471
196768	92275
177623	134381
242986	24757
125127	133247
64295	203032
241210	98799
280097	173751
246139	79143
112648	57425
262791	70494
209527	267262
111114	224005
25554	185088
184640	28311
219805	92606
85586	112936
346	111129
269392	75364
127774	249037
184307	229924
89431	218571
86830	108806
218611	134360
93244	37096
162149	36021
152181	121607
20133	182978
61836	170466
182683	77360
201098	261667
8104	130218
143396	217049
281813	153756
262391	26120
50399	188269
53062	119571
168660	200728
113484	262565
194697	224368
